Timebase,RefCh1,Sen1Ch1,Sen2Ch1,RefCh2,Sen1Ch2,Sen2Ch2,RefCh3,Sen1Ch3,Sen2Ch3,RefCh4,Sen1Ch4,Sen2Ch4,RefCh5,Sen1Ch5,Sen2Ch5,RefCh6,Sen1Ch6,Sen2Ch6,RefCh7,Sen1Ch7,Sen2Ch7,Flow1,Flow2,FlowC,Pressure(Pa),Temperature(°C),BB(%),ContTemp,SupplyTemp,Status,ContStatus,DetectStatus,LedStatus,ValveStatus,LedTemp,BC11,BC12,BC1,BC21,BC22,BC2,BC31,BC32,BC3,BC41,BC42,BC4,BC51,BC52,BC5,BC61,BC62,BC6,BC71,BC72,BC7,K1,K2,K3,K4,K5,K6,K7,TapeAdvCount,DateTime,Timeread
60,919101,517406,704941,919261,599078,764975,910132,607437,766113,893955,631773,772374,842308,700478,840857,656068,786284,882881,712704,794774,887859,3729,1263,4992,101325,21.11,0.0,32,38,65536,0,10,10,0,32,3,1,5,12,-23,17,1,-15,2,25,77,32,16,51,20,1,57,1,16,39,18,0.007885513,0.008081311,0.008301695,0.008597669,0.008472291,0.007243854,0.007041987,84,2022-05-31 21:53:00,2022-05-31 21:00:00
60,919065,517378,704917,919227,599060,764944,910079,607403,766074,893933,631749,772357,842287,700460,840836,656039,786240,882841,712676,794740,887836,3728,1262,4990,101325,21.11,0.0,32,41,65536,0,10,10,0,33,11,-11,17,-7,10,-9,-2,-23,-3,16,-9,21,1,0,1,21,6,24,7,-76,8,0.00788503,0.008081771,0.008300973,0.008596588,0.008472201,0.007242612,0.007034996,84,2022-05-31 21:54:00,2022-05-31 21:00:00
60,919103,517407,704962,919260,599075,764973,910124,607434,766105,894011,631811,772432,842339,700508,840902,656069,786279,882883,712732,794804,887899,3729,1262,4991,101325,21.11,0.0,32,37,65536,0,10,10,0,33,4,-43,6,5,8,8,-24,-3,-32,-7,-24,-9,0,9,0,23,87,26,20,55,22,0.007884267,0.00808122,0.00830192,0.008595644,0.008469238,0.007242212,0.007038832,84,2022-05-31 21:56:00,2022-05-31 21:00:00
60,919050,517380,704922,919243,599063,764958,910086,607407,766084,893960,631773,772388,842288,700471,840849,656055,786258,882872,712684,794753,887849,3729,1262,4991,101325,21.11,0.0,32,41,65536,0,10,10,0,33,-4,-2,-6,1,3,2,3,-44,4,4,0,5,-10,10,-13,9,-46,11,-6,-62,-7,0.007884294,0.008081228,0.008300236,0.008595418,0.008470201,0.007237845,0.007033988,84,2022-05-31 21:57:00,2022-05-31 21:00:00
60,919064,517373,704918,919225,599049,764940,910107,607409,766105,894011,631804,772415,842295,700468,840856,656043,786247,882849,712704,794768,887876,3729,1262,4991,101325,21.11,0.0,32,38,65536,0,10,10,0,32,12,7,18,12,37,17,16,-41,21,29,48,38,15,-28,19,17,60,19,23,0,26,0.007884679,0.008081384,0.008298921,0.008598086,0.008469229,0.007241372,0.007031286,84,2022-05-31 21:59:00,2022-05-31 21:00:00
60,919028,517374,704905,919204,599048,764941,910086,607396,766079,894025,631821,772429,842311,700502,840886,656035,786239,882843,712681,794756,887846,3729,1262,4991,101325,21.11,71.0,32,37,65536,0,10,10,0,33,-16,-21,-25,-18,-41,-26,1,-41,1,8,4,10,-36,-66,-44,18,15,20,-13,-1,-15,0.007884395,0.008080015,0.008300026,0.008598162,0.00846779,0.007239191,0.007034353,84,2022-05-31 22:02:00,2022-05-31 22:00:00
60,918985,517320,704855,919176,599012,764906,910056,607376,766054,893987,631787,772410,842256,700438,840824,655993,786187,882783,712626,794681,887768,3730,1261,4991,101325,21.11,0.0,32,40,65536,0,10,10,0,33,22,49,33,19,16,26,-12,-56,-16,11,-24,14,28,-4,35,23,71,26,-3,40,-4,0.007884448,0.008080326,0.008299953,0.008594993,0.008467579,0.007240342,0.00703663,84,2022-05-31 22:04:00,2022-05-31 22:00:00
60,919057,517367,704922,919234,599049,764950,910116,607408,766098,894136,631887,772530,842311,700479,840869,656075,786283,882895,712719,794780,887882,3729,1262,4991,101325,21.11,0.0,33,38,65536,0,10,10,0,32,-9,-37,-14,1,16,2,14,26,19,10,40,13,9,46,11,5,-10,6,11,12,13,0.00788392,0.008080658,0.008300292,0.008596128,0.008469428,0.007239037,0.007036654,84,2022-05-31 22:05:00,2022-05-31 22:00:00
60,919002,517347,704884,919184,599006,764907,910072,607386,766063,894059,631835,772469,842269,700453,840853,656004,786195,882798,712645,794716,887807,3729,1262,4991,101325,21.11,0.0,32,40,65536,0,10,10,0,33,-10,-19,-14,14,23,19,6,41,8,-4,-16,-5,1,-32,1,10,43,12,-32,-93,-37,0.007883897,0.008080118,0.008300293,0.008595072,0.008463916,0.007238991,0.00703061,84,2022-05-31 22:10:00,2022-05-31 22:00:00
60,918975,517325,704862,919192,599010,764914,910070,607365,766060,894129,631877,772519,842286,700473,840863,656024,786221,882823,712636,794688,887789,3729,1263,4992,101325,21.11,0.0,33,41,65536,0,10,10,0,32,9,-3,14,16,-6,23,19,27,25,3,18,4,-11,-23,-14,11,89,13,38,15,43,0.007883722,0.008079973,0.008299139,0.008596306,0.008466041,0.007239976,0.007030568,84,2022-05-31 22:12:00,2022-05-31 22:00:00
60,918956,517312,704839,919181,598997,764898,910053,607361,766046,894097,631846,772492,842256,700434,840830,655988,786172,882784,712604,794661,887746,3730,1260,4990,101325,21.11,0.0,32,40,65536,0,10,10,0,32,3,26,5,9,25,13,-13,-1,-17,16,-3,20,27,14,33,13,-56,15,-21,20,-24,0.00788414,0.008080353,0.008299538,0.008595467,0.008465342,0.007234584,0.007033738,84,2022-05-31 22:13:00,2022-05-31 22:00:00
60,918939,517255,704796,919180,598960,764877,910051,607325,766020,894137,631857,772524,842267,700416,840831,656005,786163,882778,712608,794629,887731,3729,1262,4991,101325,21.11,0.0,33,40,65536,0,10,10,0,32,4,-9,5,19,49,27,14,60,18,19,49,25,6,-42,7,14,41,16,32,76,36,0.007884337,0.008080514,0.008300536,0.00859436,0.008464739,0.007242405,0.007036887,84,2022-05-31 22:19:00,2022-05-31 22:00:00
60,918990,517283,704826,919215,598988,764914,910087,607350,766046,894211,631904,772582,842301,700443,840859,656045,786206,882837,712672,794699,887819,3729,1262,4991,101325,21.11,0.0,32,40,65536,0,10,10,0,33,1,28,2,-8,-29,-11,-2,17,-2,10,27,13,2,28,3,11,-31,13,3,-53,4,0.00788484,0.008079951,0.00830118,0.008595003,0.008465973,0.007239055,0.007032182,84,2022-05-31 22:20:00,2022-05-31 22:00:00
60,918938,517245,704785,919158,598947,764867,910029,607314,766009,894185,631867,772562,842268,700394,840815,655983,786124,882751,712614,794633,887749,3729,1262,4991,101325,21.11,100.0,32,41,65536,0,10,10,0,32,13,4,19,6,-2,8,-5,-48,-6,35,-11,45,41,52,51,17,15,20,3,-14,4,0.00788462,0.008079709,0.008299671,0.008592984,0.008466407,0.007238911,0.007030596,84,2022-05-31 22:21:00,2022-05-31 22:00:00
60,918963,517253,704799,919177,598952,764875,910038,607307,766017,894187,631878,772562,842277,700407,840830,656000,786142,882771,712624,794645,887760,3729,1262,4991,101325,21.11,0.0,32,40,65536,0,10,10,0,32,9,16,13,12,29,16,22,-2,30,-18,8,-23,-10,-28,-13,5,17,6,-2,9,-2,0.007884721,0.008080102,0.00829873,0.008594055,0.008465464,0.007239788,0.007031383,84,2022-05-31 22:22:00,2022-05-31 22:00:00
60,918918,517225,704771,919162,598938,764864,910057,607319,766027,894239,631916,772615,842303,700425,840847,656008,786143,882776,712620,794634,887751,3729,1262,4991,101325,21.11,0.0,32,41,65536,0,10,10,0,32,5,-5,8,6,21,9,-10,-9,-14,-3,-7,-4,17,52,21,25,31,29,-5,-83,-5,0.007884196,0.00807969,0.008299462,0.008592587,0.008467112,0.007240788,0.007032112,84,2022-05-31 22:24:00,2022-05-31 22:00:00
60,918909,517223,704770,919154,598929,764853,910026,607292,765993,894210,631889,772589,842271,700390,840819,655985,786113,882740,712606,794614,887738,3730,1261,4991,101325,21.11,0.0,32,40,65536,0,10,10,0,33,-4,-18,-7,6,16,8,11,32,15,12,4,16,16,-18,20,6,30,6,11,-28,12,0.007883914,0.008079912,0.008300107,0.008592199,0.008465301,0.007242694,0.007028931,84,2022-05-31 22:25:00,2022-05-31 22:00:00
60,918917,517217,704758,919162,598935,764862,910022,607292,766004,894275,631937,772639,842297,700418,840849,656012,786136,882777,712624,794627,887754,3729,1262,4991,101325,21.11,0.0,32,41,65536,0,10,10,0,32,3,18,5,-2,-12,-2,-2,-43,-3,18,54,23,5,-28,6,26,-13,30,3,21,3,0.007884641,0.008079665,0.008298217,0.008593417,0.008464905,0.007240646,0.007030858,84,2022-05-31 22:27:00,2022-05-31 22:00:00
60,918945,517232,704785,919177,598934,764864,910059,607306,766022,894344,631985,772704,842299,700407,840844,656028,786155,882796,712640,794637,887767,3730,1261,4991,101325,21.11,51.2,33,38,65536,0,10,10,0,32,-5,-3,-7,13,57,17,6,-2,8,-24,-65,-31,9,-42,12,21,92,24,10,16,11,0.007884237,0.008080138,0.008299289,0.008592298,0.008465219,0.00724162,0.007032899,84,2022-05-31 22:29:00,2022-05-31 22:00:00
60,918873,517191,704722,919150,598919,764850,910035,607282,765990,894300,631943,772653,842252,700370,840797,655971,786090,882726,712563,794556,887681,3730,1261,4991,101325,21.11,0.0,32,40,65536,0,10,10,0,33,-6,3,-9,-7,-33,-10,13,46,17,15,28,19,-3,-23,-3,18,-17,21,11,-29,13,0.007884656,0.008079352,0.008300348,0.008593726,0.00846533,0.00723894,0.007028315,84,2022-05-31 22:31:00,2022-05-31 22:00:00
60,918964,517236,704796,919194,598940,764890,910069,607307,766033,894414,632034,772769,842359,700455,840895,656066,786191,882847,712659,794662,887800,3730,1261,4991,101325,21.11,100.0,32,39,65536,0,10,10,0,33,9,-13,14,12,-12,17,-4,-58,-5,-20,-80,-25,8,41,9,29,41,33,3,4,3,0.007884181,0.008078616,0.008298457,0.008591297,0.008466971,0.007239847,0.007028302,84,2022-05-31 22:32:00,2022-05-31 22:00:00
60,918861,517156,704705,919108,598871,764804,909999,607250,765967,894368,631973,772707,842265,700358,840801,655966,786060,882714,712558,794535,887664,3730,1261,4991,101325,21.11,0.0,32,40,65536,0,10,10,0,32,13,5,20,2,13,3,-5,-25,-7,17,10,22,16,5,20,13,-6,15,4,-54,4,0.007884108,0.008079331,0.00829863,0.008592925,0.008464914,0.007236775,0.007030607,84,2022-05-31 22:37:00,2022-05-31 22:00:00
60,918956,517201,704766,919165,598914,764850,910052,607279,765994,894453,632040,772784,842337,700412,840872,656039,786140,882798,712653,794633,887773,3731,1260,4991,101325,21.11,0.0,33,38,65536,0,10,10,0,33,12,37,18,-9,5,-13,11,71,15,-13,-16,-17,11,4,14,17,85,19,19,60,22,0.007884542,0.008079752,0.008300664,0.008592795,0.008464475,0.007242137,0.007033932,84,2022-05-31 22:38:00,2022-05-31 22:00:00
60,918838,517144,704672,919068,598842,764768,909989,607228,765950,894369,631973,772708,842248,700338,840772,655949,786030,882674,712514,794482,887601,3730,1261,4991,101325,21.11,0.0,33,41,65536,0,10,10,0,32,-14,11,-21,14,5,19,15,-36,21,14,16,19,0,52,0,5,17,6,-10,-7,-11,0.007885028,0.008079394,0.008298766,0.00859275,0.008467057,0.007242996,0.007034011,84,2022-05-31 22:39:00,2022-05-31 22:00:00
60,918811,517112,704648,919100,598857,764795,909983,607233,765945,894379,631971,772719,842247,700337,840780,655929,786006,882640,712524,794491,887620,3730,1261,4991,101325,21.11,100.0,33,40,65536,0,10,10,0,32,24,10,37,9,-1,13,-15,0,-21,17,-11,22,0,-42,0,0,42,0,5,-42,6,0.007884678,0.008079078,0.008299324,0.008591552,0.008464881,0.007246198,0.007030003,84,2022-05-31 22:40:00,2022-05-31 22:00:00
60,918781,517101,704637,919085,598849,764782,909977,607224,765944,894379,631979,772725,842243,700334,840784,655927,786006,882646,712517,794489,887613,3729,1262,4991,101325,21.11,0.0,32,41,65536,0,10,10,0,32,10,-2,15,19,27,27,5,6,6,10,23,13,16,-18,20,11,59,12,-16,0,-18,0.007884094,0.008079149,0.008298351,0.008591021,0.008462942,0.00724241,0.007030047,84,2022-05-31 22:42:00,2022-05-31 22:00:00
60,918756,517092,704619,919050,598832,764756,909966,607213,765929,894361,631956,772703,842208,700312,840759,655915,785990,882633,712520,794485,887604,3729,1262,4991,101325,21.11,0.0,32,40,65536,0,10,10,0,32,-7,-4,-11,-9,-11,-13,6,23,8,19,29,25,-13,-46,-17,4,-19,4,18,81,20,0.007884157,0.008079074,0.008298874,0.008591301,0.00846124,0.007240564,0.007035297,84,2022-05-31 22:43:00,2022-05-31 22:00:00
60,918831,517139,704686,919136,598881,764822,910020,607254,765992,894557,632107,772892,842328,700418,840878,656003,786098,882758,712592,794574,887713,3730,1261,4991,101325,21.11,0.0,33,39,65536,0,10,10,0,33,-13,-40,-20,-6,-7,-8,-12,-61,-16,-7,-31,-10,-30,-71,-37,11,13,13,-29,-50,-33,0.007883653,0.008079153,0.008296585,0.008588543,0.008461809,0.007237678,0.007026328,84,2022-05-31 22:47:00,2022-05-31 22:00:00
60,918833,517139,704688,919131,598874,764830,910015,607242,765974,894596,632134,772919,842338,700424,840885,656012,786112,882765,712592,794568,887701,3730,1261,4991,101325,21.11,43.0,32,39,65536,0,10,10,0,33,-5,-34,-8,-13,-52,-18,20,27,26,-3,-27,-4,-34,-33,-43,10,67,11,-11,-6,-13,0.007883526,0.008077655,0.008297836,0.008589606,0.00846213,0.007240347,0.007031403,84,2022-05-31 22:50:00,2022-05-31 22:00:00
60,918771,517092,704620,919064,598829,764771,909956,607206,765932,894509,632074,772845,842268,700356,840811,655943,786022,882675,712529,794492,887627,3730,1261,4991,101325,21.11,0.0,32,41,65536,0,10,10,0,32,17,64,26,2,12,3,-6,-31,-8,-3,-5,-4,19,19,23,16,-17,19,14,-28,16,0.007884365,0.008077922,0.008296972,0.008589492,0.00846212,0.007237753,0.007027751,84,2022-05-31 22:51:00,2022-05-31 22:00:00
60,918746,517076,704614,919036,598799,764740,909935,607191,765911,894479,632049,772818,842246,700331,840784,655901,785961,882606,712493,794452,887571,3730,1260,4990,101325,21.11,0.0,32,40,65536,0,10,10,0,32,3,-41,4,19,28,26,2,13,2,7,5,9,13,24,16,24,74,28,0,71,0,0.007883488,0.008078089,0.008297339,0.008589334,0.008462586,0.007241626,0.007033655,84,2022-05-31 22:52:00,2022-05-31 22:00:00
60,918738,517045,704583,919061,598789,764736,909917,607159,765891,894632,632128,772941,842253,700319,840793,655934,785976,882630,712520,794460,887609,3729,1261,4990,101325,21.11,6.8,32,40,65536,0,10,10,0,32,5,-17,7,12,28,16,-4,-45,-5,15,42,20,-5,-24,-6,12,75,14,13,7,15,0.007884009,0.008079131,0.008296498,0.008588424,0.008460024,0.007246399,0.007026459,84,2022-05-31 22:59:00,2022-05-31 22:00:00
60,918379,516730,704247,918844,598548,764530,909784,606957,765735,895367,632558,773559,842251,700236,840775,655769,785665,882364,712320,794156,887332,3731,1260,4991,101325,21.11,0.0,32,41,65536,0,10,10,0,32,4,2,6,-11,-52,-15,-2,-12,-2,1,10,2,0,14,1,15,40,17,10,24,12,0.00788288,0.008075234,0.008293291,0.008581957,0.008452814,0.007243006,0.007020745,84,2022-06-01 00:00:00,2022-06-01 00:00:00
60,918459,516772,704306,918906,598573,764578,909840,606982,765769,895478,632627,773660,842308,700270,840829,655856,785763,882476,712381,794215,887412,3731,1260,4991,101325,21.11,100.0,32,38,65536,0,10,10,0,32,3,2,5,26,24,36,13,48,17,31,-15,40,-6,-10,-7,17,60,20,10,-21,12,0.007882886,0.008074782,0.008294264,0.008580179,0.008452108,0.007244167,0.007016769,84,2022-06-01 00:02:00,2022-06-01 00:00:00
60,918342,516693,704212,918839,598523,764512,909759,606921,765702,895384,632564,773567,842226,700195,840738,655743,785626,882325,712264,794084,887259,3732,1258,4990,101325,21.11,0.0,32,40,65536,0,10,10,0,32,9,20,14,1,-3,1,23,-2,31,14,-3,18,11,47,14,8,21,10,-12,5,-14,0.007882689,0.008075472,0.008293588,0.00858257,0.008453495,0.007243159,0.007020326,84,2022-06-01 00:04:00,2022-06-01 00:00:00
60,918414,516739,704274,918871,598548,764544,909826,606972,765761,895471,632622,773640,842290,700249,840812,655802,785694,882401,712362,794185,887383,3731,1259,4990,101325,21.11,0.0,32,38,65536,0,10,10,0,32,-8,-21,-12,-7,-20,-9,-11,-11,-15,7,10,8,-1,-47,-2,6,20,7,20,-12,22,0.007882431,0.008075096,0.008293593,0.00858264,0.008451142,0.007244316,0.007017705,84,2022-06-01 00:05:00,2022-06-01 00:00:00
60,918401,516725,704253,918880,598540,764549,909821,606956,765753,895543,632669,773708,842300,700250,840817,655826,785715,882421,712358,794185,887383,3732,1259,4991,101325,21.11,41.3,32,38,65536,0,10,10,0,32,9,23,13,12,6,16,13,32,18,15,4,20,8,-5,9,40,126,46,10,20,12,0.00788283,0.008074598,0.008293204,0.008581156,0.008451441,0.007248534,0.007015623,84,2022-06-01 00:08:00,2022-06-01 00:00:00
60,918314,516670,704188,918805,598496,764483,909755,606918,765707,895476,632626,773655,842230,700197,840759,655742,785618,882318,712259,794075,887258,3731,1260,4991,101325,21.11,0.0,32,41,65536,0,10,10,0,32,-6,-20,-9,-6,-6,-8,-12,-41,-15,-13,7,-17,-6,5,-8,20,69,23,-15,-8,-17,0.007882495,0.008075147,0.008292196,0.008580512,0.008449046,0.00724424,0.007016254,84,2022-06-01 00:10:00,2022-06-01 00:00:00
60,918360,516692,704227,918854,598529,764530,909800,606941,765731,895522,632658,773698,842275,700234,840797,655781,785662,882376,712308,794126,887318,3731,1260,4991,101325,21.11,0.0,32,38,65536,0,10,10,0,32,6,-12,8,-2,-23,-2,12,56,16,1,-15,1,1,32,1,6,-33,7,9,7,10,0.007882128,0.008074556,0.008293649,0.008579856,0.008450573,0.007241101,0.007016122,84,2022-06-01 00:11:00,2022-06-01 00:00:00
60,918320,516670,704199,918802,598497,764486,909762,606918,765702,895530,632656,773704,842256,700217,840789,655764,785638,882348,712311,794121,887317,3732,1258,4990,101325,21.11,0.0,32,38,65536,0,10,10,0,32,14,-4,20,-1,-2,-1,14,22,18,20,29,26,20,4,25,30,84,34,55,104,62,0.007881924,0.008074629,0.008293288,0.00857929,0.008447758,0.007242723,0.007016858,84,2022-06-01 00:14:00,2022-06-01 00:00:00
60,918300,516662,704181,918819,598502,764495,909757,606908,765704,895548,632673,773723,842251,700212,840776,655750,785618,882333,712260,794078,887270,3731,1260,4991,101325,21.11,0.0,32,41,65536,0,10,10,0,32,-5,8,-7,10,19,13,11,-25,15,-8,-16,-10,2,37,2,7,-23,8,-33,-105,-38,0.007882166,0.008074815,0.008291939,0.008578944,0.008449518,0.007240333,0.007010516,84,2022-06-01 00:15:00,2022-06-01 00:00:00
60,918274,516650,704179,918788,598486,764478,909738,606906,765695,895560,632684,773744,842225,700201,840764,655725,785594,882304,712254,794068,887248,3731,1260,4991,101325,21.11,0.0,32,39,65536,0,10,10,0,32,-9,-63,-13,-9,-1,-13,-17,-56,-23,2,-35,3,-13,-52,-16,18,-14,21,1,28,1,0.007881118,0.008074077,0.008291578,0.008577089,0.008447162,0.007238976,0.007017511,84,2022-06-01 00:17:00,2022-06-01 00:00:00
60,918255,516647,704159,918774,598470,764461,909724,606889,765676,895578,632689,773756,842190,700171,840723,655707,785578,882271,712222,794037,887217,3731,1260,4991,101325,21.11,66.0,32,41,65536,0,10,10,0,32,7,-1,10,-3,13,-4,13,43,18,9,-2,12,2,14,2,2,59,3,-2,9,-2,0.00788165,0.008074202,0.008292012,0.008577039,0.008448369,0.007243871,0.007013609,84,2022-06-01 00:19:00,2022-06-01 00:00:00
60,918225,516634,704150,918767,598469,764456,909727,606889,765677,895608,632709,773769,842193,700184,840742,655721,785593,882291,712234,794052,887234,3732,1259,4991,101325,21.11,0.0,32,41,65536,0,10,10,0,32,-13,-13,-19,-6,-7,-9,9,-1,12,21,23,27,-27,-89,-34,34,59,39,4,-23,4,0.007880884,0.008074236,0.008292024,0.00857925,0.008445556,0.007242917,0.007012644,84,2022-06-01 00:21:00,2022-06-01 00:00:00
60,918192,516613,704120,918742,598449,764441,909696,606874,765658,895590,632700,773758,842185,700166,840729,655668,785539,882225,712187,794007,887177,3732,1258,4990,101325,21.11,0.0,32,40,65536,0,10,10,0,32,5,-14,7,-1,-6,-2,-6,-37,-9,9,23,12,20,14,25,8,88,10,17,33,19,0.007881053,0.008073413,0.008291344,0.008578623,0.008445502,0.007241923,0.007013113,84,2022-06-01 00:23:00,2022-06-01 00:00:00
60,918254,516655,704174,918772,598473,764462,909748,606907,765708,895680,632770,773837,842252,700230,840803,655760,785648,882352,712292,794112,887308,3731,1260,4991,101325,21.11,0.0,32,42,65536,0,10,10,0,32,-10,-20,-16,-7,15,-10,3,-25,4,-12,-6,-16,-16,-33,-20,3,-19,3,29,-1,33,0.007880861,0.008073981,0.008290291,0.00857887,0.008444612,0.007240107,0.007010591,84,2022-06-01 00:24:00,2022-06-01 00:00:00
60,918193,516608,704116,918745,598444,764441,909703,606878,765657,895611,632718,773786,842184,700169,840723,655664,785532,882223,712174,793989,887161,3731,1260,4991,101325,21.11,0.0,32,41,65536,0,10,10,0,32,18,35,28,18,-5,25,-2,53,-2,6,-39,8,8,57,11,2,-1,3,-21,0,-23,0.007881126,0.008073276,0.00829221,0.008576988,0.008446962,0.007239761,0.007012099,84,2022-06-01 00:25:00,2022-06-01 00:00:00
60,918234,516622,704143,918761,598463,764448,909737,606892,765681,895641,632735,773808,842220,700191,840757,655709,785577,882278,712247,794047,887237,3731,1260,4991,101325,21.11,0.0,32,40,65536,0,10,10,0,32,13,14,20,-14,23,-19,15,19,20,8,18,10,15,9,19,20,33,23,56,95,64,0.007881092,0.00807432,0.008292262,0.008577351,0.008446622,0.007240811,0.007015555,84,2022-06-01 00:26:00,2022-06-01 00:00:00
60,918287,516658,704178,918806,598478,764489,909741,606888,765691,895712,632779,773873,842255,700224,840798,655734,785609,882318,712259,794080,887264,3732,1258,4990,101325,21.11,0.0,32,41,65536,0,10,10,0,32,-5,28,-8,12,-9,17,20,20,27,3,-58,4,-3,-9,-4,3,-23,4,-7,-30,-8,0.007881586,0.008073193,0.008290816,0.008576087,0.008445475,0.007238022,0.007012632,84,2022-06-01 00:28:00,2022-06-01 00:00:00
60,918237,516632,704150,918775,598454,764452,909720,606870,765664,895713,632782,773867,842222,700192,840763,655713,785576,882287,712258,794075,887264,3731,1260,4991,101325,21.11,0.0,32,40,65536,0,10,10,0,32,-3,-32,-5,6,41,8,7,38,9,-4,31,-6,9,10,11,18,16,20,9,-8,11,0.007881003,0.008074102,0.008291834,0.008577491,0.008445453,0.007237965,0.00701112,84,2022-06-01 00:29:00,2022-06-01 00:00:00
60,918250,516621,704152,918785,598455,764458,909738,606889,765680,895756,632812,773906,842254,700213,840785,655730,785582,882295,712259,794078,887273,3732,1259,4991,101325,21.11,0.0,32,41,65536,0,10,10,0,32,20,0,30,7,42,10,-8,-1,-11,-25,-3,-33,16,80,19,41,80,47,-4,-70,-5,0.007880875,0.008074037,0.008292125,0.00857708,0.008447168,0.0072422,0.007007245,84,2022-06-01 00:31:00,2022-06-01 00:00:00
60,918248,516616,704142,918787,598447,764461,909768,606887,765700,895797,632821,773936,842254,700207,840791,655758,785610,882332,712253,794058,887252,3732,1259,4991,101325,21.11,0.0,32,38,65536,0,10,10,0,32,14,27,21,29,36,40,40,28,53,28,36,36,25,37,31,25,-7,28,-7,-10,-8,0.007881225,0.008073404,0.008291361,0.008576371,0.008445044,0.007241551,0.007011815,84,2022-06-01 00:33:00,2022-06-01 00:00:00
60,918153,516560,704072,918720,598406,764400,909688,606843,765634,895724,632772,773865,842197,700162,840732,655671,785505,882212,712195,793988,887171,3732,1259,4991,101325,21.11,40.7,32,40,65536,0,10,10,0,32,-6,-39,-8,-14,8,-19,2,13,2,-4,49,-5,-4,-9,-4,14,8,16,-12,12,-14,0.007880935,0.008074007,0.008291714,0.008577963,0.008445706,0.007242566,0.007015228,84,2022-06-01 00:35:00,2022-06-01 00:00:00
60,918226,516583,704108,918773,598433,764438,909706,606843,765646,895804,632812,773943,842261,700197,840783,655723,785563,882282,712243,794028,887224,3732,1259,4991,101325,21.11,0.0,32,38,65536,0,10,10,0,32,26,63,39,12,22,17,21,13,28,31,-40,40,35,60,43,10,0,11,33,43,37,0.007881554,0.008074258,0.008291367,0.008574975,0.008446918,0.007241699,0.007016127,84,2022-06-01 00:36:00,2022-06-01 00:00:00
60,918220,516577,704100,918749,598411,764423,909716,606848,765652,895811,632821,773941,842244,700183,840768,655725,785550,882268,712232,794008,887217,3732,1259,4991,101325,21.11,0.0,32,41,65536,0,10,10,0,32,4,11,6,10,-18,14,3,10,4,-8,37,-10,0,-9,0,35,99,40,19,-43,21,0.00788166,0.008073417,0.008291572,0.008576753,0.008446416,0.007246744,0.007011076,84,2022-06-01 00:37:00,2022-06-01 00:00:00
60,918165,516536,704052,918735,598395,764406,909688,606818,765624,895850,632839,773965,842253,700173,840772,655702,785508,882229,712209,793979,887182,3731,1260,4991,101325,21.11,0.0,32,41,65536,0,10,10,0,32,-1,7,-2,14,31,19,2,22,3,5,32,6,-2,-19,-2,25,50,29,23,13,26,0.007881637,0.008073566,0.008291359,0.008577676,0.008445717,0.007247949,0.00701358,84,2022-06-01 00:40:00,2022-06-01 00:00:00
60,918101,516493,704009,918716,598370,764381,909650,606796,765599,895842,632832,773969,842194,700122,840711,655635,785432,882145,712143,793904,887100,3732,1258,4990,101325,21.11,100.0,32,41,65536,0,10,10,0,32,1,-24,2,15,49,21,-5,-45,-7,1,8,1,8,52,10,10,15,11,9,-20,10,0.007880989,0.008073797,0.008290499,0.008575422,0.008445878,0.00724554,0.007012852,84,2022-06-01 00:43:00,2022-06-01 00:00:00
60,918080,516475,703981,918678,598342,764347,909612,606761,765555,895796,632786,773916,842177,700103,840689,655632,785425,882142,712120,793874,887062,3732,1259,4991,101325,21.11,0.0,32,41,65536,0,10,10,0,32,9,37,14,5,9,7,17,49,22,25,60,33,9,24,12,8,-6,9,10,60,12,0.007881497,0.008073864,0.008291545,0.008576744,0.00844657,0.007244336,0.007016931,84,2022-06-01 00:44:00,2022-06-01 00:00:00
60,918121,516497,704009,918717,598371,764387,909671,606805,765614,895884,632854,773995,842203,700127,840723,655662,785454,882176,712178,793940,887139,3733,1257,4990,101325,21.11,100.0,32,38,65536,0,10,10,0,32,2,11,2,-6,-28,-8,-8,-38,-11,-11,-14,-14,-5,-38,-6,16,38,18,-3,-30,-4,0.007881657,0.008073259,0.008290499,0.008576643,0.00844484,0.007246027,0.007014583,84,2022-06-01 00:45:00,2022-06-01 00:00:00
60,918098,516486,703995,918711,598366,764384,909661,606785,765603,895901,632863,774016,842219,700144,840733,655683,785476,882202,712173,793928,887136,3731,1260,4991,101325,21.11,0.0,32,41,65536,0,10,10,0,32,-3,-11,-4,2,-7,2,23,10,31,6,-29,7,-7,28,-9,7,13,8,15,-21,17,0.007881473,0.008072967,0.008289946,0.008575192,0.008446557,0.007246496,0.007011516,84,2022-06-01 00:46:00,2022-06-01 00:00:00
60,918043,516456,703943,918638,598321,764325,909613,606757,765560,895803,632791,773922,842153,700074,840660,655611,785385,882107,712088,793833,887026,3733,1258,4991,101325,21.11,0.0,32,41,65536,0,10,10,0,32,-1,31,-2,-4,-6,-6,-7,11,-9,5,42,7,29,33,36,11,-11,12,1,26,1,0.007882077,0.008072882,0.008290553,0.008576656,0.008446746,0.007244907,0.007013596,84,2022-06-01 00:47:00,2022-06-01 00:00:00
